Internal drug ID,Drug type,Phase,Gene,DOE,Mechanism,Supporting sources
4348,Small molecule,4.0,PLA2G1B,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4349,Small molecule,4.0,ADRA1B,Negative modulator,Antagonist,['DrugBank']
4349,Small molecule,4.0,ADRA1D,Negative modulator,Antagonist,['DrugBank']
4349,Small molecule,4.0,ADRA2A,Negative modulator,Antagonist,['DrugBank']
4349,Small molecule,4.0,ADRA2B,Negative modulator,Antagonist,['DrugBank']
4349,Small molecule,4.0,ADRA2C,Negative modulator,Antagonist,['DrugBank']
4349,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['DrugBank']
4349,Small molecule,4.0,CACNB1,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,CACNB2,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,CACNB3,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,CACNB4,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,KCNA5,Negative modulator,Blocker,['DrugBank']
4349,Small molecule,4.0,KCND3,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,KCNH2,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,KCNJ12,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,KCNJ3,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,KCNK2,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,KCNQ1,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,SLC8A1,Negative modulator,Inhibitor,['DrugBank']
4349,Small molecule,4.0,THRA,Negative modulator,Inhibitor,['DrugBank']
4350,Small molecule,4.0,SLC6A3,Negative modulator,Inhibitor,['DrugBank']
4353,Small molecule,4.0,PDE3B,Negative modulator,Inhibitor,['DrugBank' 'GTP']
4353,Small molecule,4.0,PDE4A,Negative modulator,Inhibitor,['DrugBank']
4353,Small molecule,4.0,TNF,Negative modulator,Inhibitor,['DrugBank']
4357,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,ADRA1B,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,ADRA1D,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,ADRA2A,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,HTR1A,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,HTR2C,Negative modulator,Antagonist,['DrugBank']
4357,Small molecule,4.0,PGRMC1,Other,Binding agent,['DrugBank']
4361,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,ADRA1B,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,ADRA1D,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,DRD1,Other,Binding agent,['DrugBank']
4361,Small molecule,4.0,DRD2,Other,Binding agent,['DrugBank']
4361,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,HTR1A,Positive modulator,Activator,['DrugBank']
4361,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,HTR2C,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,HTR6,Other,Binding agent,['DrugBank']
4361,Small molecule,4.0,HTR7,Negative modulator,Antagonist,['DrugBank']
4361,Small molecule,4.0,KCND2,Negative modulator,Inhibitor,['DrugBank']
4361,Small molecule,4.0,KCND3,Negative modulator,Inhibitor,['DrugBank']
4361,Small molecule,4.0,KCNH2,Negative modulator,Inhibitor,['DrugBank']
4361,Small molecule,4.0,SLC6A3,Negative modulator,Inhibitor,['DrugBank']
4367,Small molecule,4.0,BCHE,Positive modulator,Inducer,['DrugBank']
4367,Small molecule,4.0,GRIN1,Negative modulator,Downregulator,['DrugBank']
4367,Small molecule,4.0,HTR2A,Positive modulator,Inducer,['DrugBank']
4367,Small molecule,4.0,IL1B,Negative modulator,Inhibitor,['DrugBank']
4367,Small molecule,4.0,NFKB2,Negative modulator,Inhibitor,['DrugBank']
4367,Small molecule,4.0,NOS1,Negative modulator,Inhibitor,['DrugBank']
4367,Small molecule,4.0,TNFAIP6,Negative modulator,Inhibitor,['DrugBank']
4369,Small molecule,4.0,ATP6V1A,Negative modulator,Inhibitor,['DrugBank']
4369,Small molecule,4.0,PTPN4,Negative modulator,Inhibitor,['DrugBank']
4369,Small molecule,4.0,PTPRE,Negative modulator,Inhibitor,['DrugBank']
4369,Small molecule,4.0,PTPRS,Negative modulator,Inhibitor,['DrugBank']
4371,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4371,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4371,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
4371,Small molecule,4.0,KCND2,Negative modulator,Inhibitor,['DrugBank']
4371,Small molecule,4.0,KCND3,Negative modulator,Inhibitor,['DrugBank']
4371,Small molecule,4.0,KCNH2,Negative modulator,Inhibitor,['DrugBank']
4372,Small molecule,4.0,GGPS1,Negative modulator,Inhibitor,['DrugBank']
4373,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4373,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4373,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4380,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4381,Small molecule,4.0,TUBD1,Other,Binding agent,['DrugBank']
4381,Small molecule,4.0,TUBE1,Other,Binding agent,['DrugBank']
4381,Small molecule,4.0,TUBG1,Other,Binding agent,['DrugBank']
4382,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4382,Small molecule,4.0,CALM1,Negative modulator,Inhibitor,['DrugBank']
4382,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4382,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4382,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
4382,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4382,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4382,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['DrugBank']
4382,Small molecule,4.0,HRH2,Negative modulator,Antagonist,['DrugBank']
4382,Small molecule,4.0,SCN1A,Negative modulator,Inhibitor,['DrugBank']
4384,Small molecule,4.0,ACACB,Positive modulator,Activator,['DrugBank']
4384,Small molecule,4.0,ETFDH,Negative modulator,Inhibitor,['DrugBank']
4384,Small molecule,4.0,GPD1,Negative modulator,Inhibitor,['DrugBank']
4384,Small molecule,4.0,PRKAB1,Positive modulator,Inducer,['DrugBank']
4384,Small molecule,4.0,SLC47A1,Other,Modulator,['DrugBank']
4385,Small molecule,4.0,IL12B,Other,Modulator,['DrugBank']
4385,Small molecule,4.0,SOD1,Other,Stabiliser,['DrugBank']
4389,Small molecule,4.0,EGFR,Negative modulator,Inhibitor,['DrugBank']
4389,Small molecule,4.0,FGFR1,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,ADRA1A,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,ADRA2A,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,CHRM1,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,DRD2,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,HRH1,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,HTR1A,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,HTR2A,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,HTR2C,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,SLC6A2,Negative modulator,Inhibitor,['DrugBank']
4392,Small molecule,4.0,SLC6A3,Negative modulator,Inhibitor,['DrugBank']
4393,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['DrugBank']
4394,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4394,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4394,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['DrugBank']
4394,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['DrugBank']
4394,Small molecule,4.0,HTR2C,Negative modulator,Antagonist,['DrugBank']
4395,Small molecule,4.0,CALM1,Negative modulator,Inhibitor,['DrugBank']
4395,Small molecule,4.0,DRD1,Negative modulator,Antagonist,['DrugBank']
4395,Small molecule,4.0,HTR1B,Other,Modulator,['DrugBank']
4396,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4396,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4396,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
4396,Small molecule,4.0,HRH2,Negative modulator,Antagonist,['DrugBank']
4396,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['DrugBank']
4396,Small molecule,4.0,HTR2B,Negative modulator,Antagonist,['DrugBank']
4396,Small molecule,4.0,HTR2C,Negative modulator,Antagonist,['DrugBank']
4396,Small molecule,4.0,HTR7,Negative modulator,Antagonist,['DrugBank']
4398,Small molecule,4.0,CHRM1,Positive modulator,Agonist,['DrugBank']
4398,Small molecule,4.0,CHRM2,Positive modulator,Agonist,['DrugBank']
4398,Small molecule,4.0,CHRM4,Positive modulator,Agonist,['DrugBank']
4398,Small molecule,4.0,CHRM5,Positive modulator,Agonist,['DrugBank']
4401,Small molecule,4.0,ADRB3,Other,Modulator,['DrugBank']
4402,Small molecule,4.0,OPRD1,Positive modulator,Agonist,['DrugBank']
4403,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['DrugBank']
4403,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4403,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
4403,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4403,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4404,Small molecule,4.0,KCNH2,Negative modulator,Inhibitor,['DrugBank']
4404,Small molecule,4.0,RYR2,Negative modulator,Inhibitor,['DrugBank']
4404,Small molecule,4.0,SCN4A,Negative modulator,Inhibitor,['DrugBank']
4406,Small molecule,4.0,SLC6A3,Negative modulator,Inhibitor,['DrugBank']
4407,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,ADRA2A,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,DRD2,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,DRD3,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,DRD4,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,HTR1A,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,HTR1B,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,HTR1E,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,HTR1F,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,HTR2A,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,HTR2B,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,HTR2C,Positive modulator,Agonist,['DrugBank']
4407,Small molecule,4.0,HTR4,Positive modulator,Agonist,['DrugBank']
4410,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4410,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4413,Small molecule,4.0,PGD,Negative modulator,Inhibitor,['DrugBank']
4417,Small molecule,4.0,ADRA1A,Other,Binding agent,['DrugBank']
4417,Small molecule,4.0,ADRA2A,Other,Binding agent,['DrugBank']
4417,Small molecule,4.0,ADRB1,Negative modulator,Inhibitor,['DrugBank']
4417,Small molecule,4.0,CHRM1,Negative modulator,Inhibitor,['DrugBank']
4417,Small molecule,4.0,HRH1,Negative modulator,Inhibitor,['DrugBank']
4417,Small molecule,4.0,HTR2A,Positive modulator,Agonist,['DrugBank']
4417,Small molecule,4.0,HTR2B,Positive modulator,Agonist,['DrugBank']
4417,Small molecule,4.0,SLC6A2,Negative modulator,Inhibitor,['DrugBank']
4419,Small molecule,4.0,HTR1A,Positive modulator,Agonist,['DrugBank']
4420,Small molecule,4.0,P2RY12,Positive modulator,Agonist,['DrugBank']
4420,Small molecule,4.0,PTGIS,Positive modulator,Inducer,['DrugBank']
4421,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,ADRA1B,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,ADRA2A,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,ADRA2B,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,ADRA2C,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,CHRNA7,Other,Binding agent,['DrugBank']
4421,Small molecule,4.0,DRD1,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,DRD3,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,DRD4,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,DRD5,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,HTR1A,Positive modulator,Agonist,['DrugBank']
4421,Small molecule,4.0,HTR1B,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,HTR1D,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,HTR1E,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,HTR3A,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,HTR5A,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,HTR6,Negative modulator,Antagonist,['DrugBank']
4421,Small molecule,4.0,HTR7,Negative modulator,Antagonist,['DrugBank']
4422,Small molecule,4.0,KCNH2,Negative modulator,Inhibitor,['DrugBank']
4425,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['DrugBank']
4425,Small molecule,4.0,HTR1A,Positive modulator,Agonist,['DrugBank']
4425,Small molecule,4.0,HTR1D,Positive modulator,Agonist,['DrugBank']
4425,Small molecule,4.0,HTR2C,Positive modulator,Agonist,['DrugBank']
4425,Small molecule,4.0,HTR7,Positive modulator,Agonist,['DrugBank']
4427,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4427,Small molecule,4.0,ADRA2A,Negative modulator,Antagonist,['DrugBank']
4427,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4427,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4427,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
4427,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4427,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4427,Small molecule,4.0,DRD2,Other,Binding agent,['DrugBank']
4427,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['DrugBank']
4427,Small molecule,4.0,HTR2A,Other,Binding agent,['DrugBank']
4427,Small molecule,4.0,HTR2C,Other,Binding agent,['DrugBank']
4427,Small molecule,4.0,HTR7,Negative modulator,Antagonist,['DrugBank']
4428,Small molecule,4.0,IDH1,Negative modulator,Inhibitor,['DrugBank']
4428,Small molecule,4.0,IDH3A,Negative modulator,Inhibitor,['DrugBank']
4428,Small molecule,4.0,IDH3B,Negative modulator,Inhibitor,['DrugBank']
4428,Small molecule,4.0,IDH3G,Negative modulator,Inhibitor,['DrugBank']
4429,Small molecule,4.0,CSF1R,Negative modulator,Antagonist,['DrugBank']
4429,Small molecule,4.0,DDR1,Negative modulator,Antagonist,['DrugBank']
4429,Small molecule,4.0,DDR2,Negative modulator,Antagonist,['DrugBank']
4429,Small molecule,4.0,NTRK1,Negative modulator,Antagonist,['DrugBank']
4429,Small molecule,4.0,PDGFRA,Negative modulator,Antagonist,['DrugBank']
4429,Small molecule,4.0,RET,Negative modulator,Inhibitor,['DrugBank']
4432,Small molecule,4.0,GSTP1,Negative modulator,Inhibitor,['DrugBank']
4432,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['DrugBank']
4432,Small molecule,4.0,HTR2B,Negative modulator,Antagonist,['DrugBank']
4432,Small molecule,4.0,HTR2C,Negative modulator,Antagonist,['DrugBank']
4432,Small molecule,4.0,SLC6A2,Negative modulator,Inhibitor,['DrugBank' 'GTP']
4433,Small molecule,4.0,FGFR1,Negative modulator,Inhibitor,['DrugBank']
4433,Small molecule,4.0,FGFR2,Negative modulator,Inhibitor,['DrugBank']
4433,Small molecule,4.0,FGFR3,Negative modulator,Inhibitor,['DrugBank']
4433,Small molecule,4.0,FGFR4,Negative modulator,Inhibitor,['DrugBank']
4433,Small molecule,4.0,KIT,Negative modulator,Inhibitor,['DrugBank']
4433,Small molecule,4.0,PDGFRA,Negative modulator,Inhibitor,['DrugBank']
4433,Small molecule,4.0,RET,Negative modulator,Inhibitor,['DrugBank']
4434,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4439,Small molecule,4.0,CCKBR,Positive modulator,Agonist,['DrugBank']
4440,Small molecule,4.0,CALM1,Negative modulator,Inhibitor,['DrugBank']
4442,Small molecule,4.0,HTR1A,Positive modulator,Agonist,['DrugBank']
4442,Small molecule,4.0,HTR1E,Positive modulator,Agonist,['DrugBank']
4442,Small molecule,4.0,HTR1F,Positive modulator,Agonist,['DrugBank']
4442,Small molecule,4.0,HTR7,Positive modulator,Agonist,['DrugBank']
4443,Small molecule,4.0,NOS2,Positive modulator,Agonist,['DrugBank']
4443,Small molecule,4.0,NOS3,Positive modulator,Agonist,['DrugBank']
4444,Small molecule,4.0,SLC6A3,Negative modulator,Inhibitor,['DrugBank']
4446,Small molecule,4.0,ANXA1,Positive modulator,Agonist,['DrugBank']
4450,Small molecule,4.0,RET,Negative modulator,Antagonist,['DrugBank']
4454,Small molecule,4.0,SLC6A2,Negative modulator,Inhibitor,['DrugBank']
4456,Small molecule,4.0,OPRD1,Positive modulator,Agonist,['DrugBank']
4456,Small molecule,4.0,OPRK1,Positive modulator,Agonist,['DrugBank']
4456,Small molecule,4.0,SLC6A4,Negative modulator,Inhibitor,['DrugBank']
4461,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4461,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4462,Small molecule,4.0,KCNH2,Negative modulator,Inhibitor,['DrugBank']
4464,Small molecule,4.0,ADRB3,Negative modulator,Antagonist,['DrugBank' 'GTP']
4465,Small molecule,4.0,KCNH2,Negative modulator,Inhibitor,['DrugBank']
4466,Small molecule,4.0,KIT,Negative modulator,Antagonist,['DrugBank']
4471,Small molecule,4.0,FLT3,Negative modulator,Inhibitor,['DrugBank']
4471,Small molecule,4.0,LCK,Negative modulator,Inhibitor,['DrugBank']
4471,Small molecule,4.0,LYN,Negative modulator,Inhibitor,['DrugBank']
4471,Small molecule,4.0,SRC,Negative modulator,Inhibitor,['DrugBank']
4476,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4476,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
4476,Small molecule,4.0,CHRNA2,Negative modulator,Antagonist,['DrugBank']
4478,Small molecule,4.0,CD274,Negative modulator,Downregulator,['DrugBank']
4478,Small molecule,4.0,ODC1,Negative modulator,Downregulator,['DrugBank']
4478,Small molecule,4.0,PDE6G,Negative modulator,Inhibitor,['DrugBank']
4478,Small molecule,4.0,PDE6H,Negative modulator,Inhibitor,['DrugBank']
4478,Small molecule,4.0,SERPING1,Other,Modulator,['DrugBank']
4479,Small molecule,4.0,HRH4,Negative modulator,Inverse agonist,['DrugBank']
4481,Small molecule,4.0,OPRD1,Positive modulator,Agonist,['DrugBank']
4482,Small molecule,4.0,GRIN1,Negative modulator,Antagonist,['DrugBank']
4482,Small molecule,4.0,OPRD1,Positive modulator,Agonist,['DrugBank']
4482,Small molecule,4.0,OPRK1,Negative modulator,Antagonist,['DrugBank']
4483,Small molecule,4.0,KCNJ11,Negative modulator,Inhibitor,['DrugBank']
4483,Small molecule,4.0,KCNJ8,Negative modulator,Inhibitor,['DrugBank']
4486,Small molecule,4.0,OPRM1,Negative modulator,Antagonist,['DrugBank']
4492,Small molecule,4.0,CPT1A,Negative modulator,Inhibitor,['DrugBank']
4493,Peptide,4.0,GNRH1,Positive modulator,Activator,['DrugBank']
4494,Small molecule,4.0,S1PR1,Positive modulator,Agonist,['DrugBank' 'GTP']
4494,Small molecule,4.0,S1PR5,Positive modulator,Agonist,['DrugBank' 'GTP']
4496,Small molecule,3.0,FGF2,Other,Modulator,['DrugBank']
4496,Small molecule,3.0,PDGFA,Negative modulator,Inhibitor,['DrugBank']
